img_name,x1,y1,x2,y2,class
2504500_1122500_2505000_1123000.tiff,0,3866,133,4666,pitch
2505000_1119000_2505500_1119500.tiff,1866,0,2533,266,pitch
2505000_1119000_2505500_1119500.tiff,1600,133,1866,400,pitch
2505000_1119000_2505500_1119500.tiff,4533,3600,4933,4000,pitch
2505000_1119000_2505500_1119500.tiff,2533,2533,3733,3600,pitch
2505000_1160000_2505500_1160500.tiff,3466,1466,3866,2000,pitch
2505000_1160500_2505500_1161000.tiff,1333,266,1600,533,pitch
2505000_1160500_2505500_1161000.tiff,533,133,1200,666,pitch
2505500_1116500_2506000_1117000.tiff,4533,1200,5066,1600,pitch
2505500_1116500_2506000_1117000.tiff,2666,0,4000,1066,pitch
2505500_1160500_2506000_1161000.tiff,2133,2400,3200,3200,pitch
2506000_1119000_2506500_1119500.tiff,0,3866,133,4133,pitch
2506000_1142500_2506500_1143000.tiff,1466,2933,2133,3866,pitch
2506000_1142500_2506500_1143000.tiff,2933,1733,3733,2933,pitch
2506000_1142500_2506500_1143000.tiff,1600,0,3066,1066,pitch
2506000_1143000_2506500_1143500.tiff,3600,3600,4666,4933,pitch
2506000_1143000_2506500_1143500.tiff,3466,2666,4133,3733,pitch
2506000_1143000_2506500_1143500.tiff,3466,4000,3733,4400,pitch
2506000_1143000_2506500_1143500.tiff,3066,1466,3733,2000,pitch
2506000_1143000_2506500_1143500.tiff,2133,3866,3066,4933,pitch
2506000_1145500_2506500_1146000.tiff,3466,4533,3733,4933,pitch
2506000_1145500_2506500_1146000.tiff,4000,2800,4933,4000,pitch
2506500_1120000_2507000_1120500.tiff,4266,133,5200,666,pitch
2506500_1120000_2507000_1120500.tiff,0,2533,1066,3466,pitch
2506500_1120000_2507000_1120500.tiff,933,4266,2133,5066,pitch
2506500_1120000_2507000_1120500.tiff,2933,2800,4800,3866,pitch
2506500_1122000_2507000_1122500.tiff,3466,4266,3866,4666,pitch
2506500_1122500_2507000_1123000.tiff,3733,0,5066,666,pitch
2506500_1122500_2507000_1123000.tiff,2000,0,2933,400,pitch
2506500_1122500_2507000_1123000.tiff,0,1600,533,3466,pitch
2506500_1124000_2507000_1124500.tiff,266,1866,1200,2933,pitch
2506500_1124000_2507000_1124500.tiff,133,4266,933,4933,pitch
2506500_1124000_2507000_1124500.tiff,2266,0,3466,666,pitch
2506500_1124000_2507000_1124500.tiff,1200,2133,2133,3200,pitch
2507000_1136500_2507500_1137000.tiff,0,4133,400,4533,pitch
2507000_1136500_2507500_1137000.tiff,0,4000,133,4400,pitch
2507000_1136500_2507500_1137000.tiff,133,3866,533,4266,pitch
2507000_1136500_2507500_1137000.tiff,0,3466,133,3866,pitch
2507000_1136500_2507500_1137000.tiff,2933,666,3200,933,pitch
2507000_1136500_2507500_1137000.tiff,1333,1733,1600,2133,pitch
2507000_1137000_2507500_1137500.tiff,2266,1466,2933,2000,pitch
2507000_1146000_2507500_1146500.tiff,2800,1200,3066,1466,pitch
2507000_1162000_2507500_1162500.tiff,4133,3466,4666,3866,pitch
2507000_1162000_2507500_1162500.tiff,1066,2800,1333,3066,pitch
2507000_1162000_2507500_1162500.tiff,3466,3200,3866,3466,pitch
2507500_1142000_2508000_1142500.tiff,133,4400,400,4666,pitch
2507500_1148000_2508000_1148500.tiff,2933,933,3733,2133,pitch
2507500_1148000_2508000_1148500.tiff,2000,4400,2266,4666,pitch
2507500_1148000_2508000_1148500.tiff,2400,2400,2666,2666,pitch
2507500_1148000_2508000_1148500.tiff,3733,933,4400,1866,pitch
2507500_1162000_2508000_1162500.tiff,266,3066,533,3466,pitch
2507500_1162000_2508000_1162500.tiff,133,3200,400,3600,pitch
2508000_1142000_2508500_1142500.tiff,2933,0,3466,133,pitch
2508000_1142000_2508500_1142500.tiff,133,1333,666,1866,pitch
2508500_1119500_2509000_1120000.tiff,2133,0,2666,533,pitch
2508500_1119500_2509000_1120000.tiff,933,933,1466,1466,pitch
2508500_1138500_2509000_1139000.tiff,4000,3200,5066,4666,pitch
2508500_1138500_2509000_1139000.tiff,1600,2666,2000,3333,pitch
2509000_1141000_2509500_1141500.tiff,933,4400,1333,4800,pitch
2509000_1141000_2509500_1141500.tiff,3200,3600,3466,3866,pitch
2509000_1141500_2509500_1142000.tiff,2400,1066,2933,1600,pitch
2509000_1141500_2509500_1142000.tiff,2933,666,3466,1066,pitch
2509500_1151500_2510000_1152000.tiff,0,3733,533,5066,pitch
2511000_1144500_2511500_1145000.tiff,266,3866,1466,5200,pitch
2511500_1167000_2512000_1167500.tiff,3600,400,4800,1466,pitch
2511500_1167000_2512000_1167500.tiff,800,1600,1600,2800,pitch
2512000_1145500_2512500_1146000.tiff,3466,4533,3733,4800,pitch
2512000_1145500_2512500_1146000.tiff,3866,1733,4133,2000,pitch
2512000_1145500_2512500_1146000.tiff,3733,4400,4133,4666,pitch
2512000_1145500_2512500_1146000.tiff,666,4000,1866,4933,pitch
2512000_1145500_2512500_1146000.tiff,2666,0,3066,133,pitch
2513500_1151000_2514000_1151500.tiff,0,2266,1066,3466,pitch
2513500_1151000_2514000_1151500.tiff,3600,3333,4800,4800,pitch
2513500_1151000_2514000_1151500.tiff,133,0,1866,666,pitch
2514000_1166500_2514500_1167000.tiff,0,0,800,666,pitch
2514000_1166500_2514500_1167000.tiff,2533,2666,2933,3066,pitch
2514000_1166500_2514500_1167000.tiff,666,3200,1866,4266,pitch
2518000_1150000_2518500_1150500.tiff,800,1866,2000,2933,pitch
2518000_1150000_2518500_1150500.tiff,2666,1066,3600,2000,pitch
2518000_1150000_2518500_1150500.tiff,0,0,400,400,pitch
2521000_1163500_2521500_1164000.tiff,3200,4133,3733,4666,pitch
2521000_1163500_2521500_1164000.tiff,933,933,2133,2133,pitch
2521000_1163500_2521500_1164000.tiff,133,2400,1066,3066,pitch
2521000_1164000_2521500_1164500.tiff,666,2666,933,2933,pitch
2521000_1164000_2521500_1164500.tiff,1866,2000,2533,2666,pitch
2521000_1164000_2521500_1164500.tiff,2933,2266,3600,2933,pitch
2521000_1166500_2521500_1167000.tiff,3066,133,3466,800,pitch
2521500_1148500_2522000_1149000.tiff,3200,4266,4533,5066,pitch
2521500_1148500_2522000_1149000.tiff,533,3600,1066,4266,pitch
2521500_1148500_2522000_1149000.tiff,4400,3866,4933,4666,pitch
2521500_1148500_2522000_1149000.tiff,800,4533,1333,4933,pitch
2521500_1149000_2522000_1149500.tiff,3466,1600,4133,2000,pitch
2521500_1149000_2522000_1149500.tiff,2666,400,3733,1466,pitch
2522000_1148500_2522500_1149000.tiff,1866,0,3066,1066,pitch
2522000_1148500_2522500_1149000.tiff,666,3733,1866,4800,pitch
2523000_1158000_2523500_1158500.tiff,3200,2666,4266,3600,pitch
2523000_1158000_2523500_1158500.tiff,4266,2666,5200,3866,pitch
2523000_1158500_2523500_1159000.tiff,3466,3466,3866,3866,pitch
2523000_1158500_2523500_1159000.tiff,266,2800,666,3066,pitch
2523000_1158500_2523500_1159000.tiff,2000,4266,2800,5066,pitch
2523000_1158500_2523500_1159000.tiff,1066,3200,1333,3600,pitch
2523000_1158500_2523500_1159000.tiff,2000,3066,2266,3466,pitch
2524000_1158000_2524500_1158500.tiff,4133,1333,4666,1866,pitch
2524000_1161500_2524500_1162000.tiff,0,800,533,1600,pitch
2524000_1161500_2524500_1162000.tiff,0,2266,666,2933,pitch
2524000_1161500_2524500_1162000.tiff,2000,2533,2933,3333,pitch
2524000_1166000_2524500_1166500.tiff,3066,666,3733,1600,pitch
2524000_1166000_2524500_1166500.tiff,4000,1200,5066,2133,pitch
2524000_1166000_2524500_1166500.tiff,400,2666,1466,3866,pitch
2525000_1163000_2525500_1163500.tiff,4133,0,5200,933,pitch
2525500_1160500_2526000_1161000.tiff,800,1066,2666,2133,pitch
2525500_1160500_2526000_1161000.tiff,0,2666,133,3066,pitch
2525500_1160500_2526000_1161000.tiff,2266,3600,3333,4800,pitch
2525500_1163000_2526000_1163500.tiff,0,0,800,1066,pitch
2526000_1156500_2526500_1157000.tiff,1066,3066,1866,3733,pitch
2526000_1156500_2526500_1157000.tiff,533,533,1466,1600,pitch
2526500_1155000_2527000_1155500.tiff,1600,1600,2533,2666,pitch
2526500_1155000_2527000_1155500.tiff,-134,0,800,133,pitch
2526500_1155000_2527000_1155500.tiff,2533,2000,3733,3200,pitch
2526500_1155000_2527000_1155500.tiff,133,3866,1066,5066,pitch
2526500_1168000_2527000_1168500.tiff,2266,3066,2933,3466,pitch
2526500_1168000_2527000_1168500.tiff,533,1066,1866,2400,pitch
2527000_1152500_2527500_1153000.tiff,1066,3733,2133,4533,pitch
2527000_1152500_2527500_1153000.tiff,1600,0,2933,400,pitch
2527000_1158000_2527500_1158500.tiff,3466,4266,4000,4800,pitch
2527000_1158000_2527500_1158500.tiff,0,666,1066,1600,pitch
2527000_1158500_2527500_1159000.tiff,0,0,533,933,pitch
2527000_1178000_2527500_1178500.tiff,1466,1333,2533,2000,pitch
2527500_1165000_2528000_1165500.tiff,0,666,533,1600,pitch
2527500_1165000_2528000_1165500.tiff,2133,1733,2800,2533,pitch
2527500_1165000_2528000_1165500.tiff,2266,0,3066,533,pitch
2527500_1165000_2528000_1165500.tiff,4133,2133,5200,3333,pitch
2527500_1165000_2528000_1165500.tiff,2266,3200,2933,4000,pitch
2527500_1172500_2528000_1173000.tiff,933,4133,1866,4666,pitch
2527500_1172500_2528000_1173000.tiff,133,-134,1466,933,pitch
2527500_1191000_2528000_1191500.tiff,3066,266,3466,533,pitch
2528000_1159500_2528500_1160000.tiff,0,4266,666,5200,pitch
2528000_1159500_2528500_1160000.tiff,4266,933,5066,1600,pitch
2528000_1159500_2528500_1160000.tiff,3333,1866,4266,3200,pitch
2528000_1178000_2528500_1178500.tiff,2933,266,3200,533,pitch
2528000_1178000_2528500_1178500.tiff,800,0,1733,400,pitch
2528000_1178000_2528500_1178500.tiff,2933,0,3200,266,pitch
2528000_1178000_2528500_1178500.tiff,1466,2400,1866,2933,pitch
2528500_1156500_2529000_1157000.tiff,1333,0,2666,666,pitch
2528500_1168500_2529000_1169000.tiff,1200,133,1600,666,pitch
2528500_1168500_2529000_1169000.tiff,800,1600,1200,2000,pitch
2528500_1168500_2529000_1169000.tiff,4000,2400,4266,2666,pitch
2529000_1153000_2529500_1153500.tiff,2933,0,3333,266,pitch
2529000_1153000_2529500_1153500.tiff,3333,666,3600,933,pitch
2529000_1153000_2529500_1153500.tiff,4266,3333,4933,4533,pitch
2529500_1168000_2530000_1168500.tiff,4533,0,5066,400,pitch
2531000_1163500_2531500_1164000.tiff,1333,2666,2800,3600,pitch
2531000_1163500_2531500_1164000.tiff,3466,1333,4400,2533,pitch
2531000_1163500_2531500_1164000.tiff,4133,2400,5066,3600,pitch
2531000_1163500_2531500_1164000.tiff,3333,2266,4000,3066,pitch
2531500_1151500_2532000_1152000.tiff,1466,0,1866,266,pitch
2531500_1151500_2532000_1152000.tiff,1466,4266,1733,4666,pitch
2531500_1151500_2532000_1152000.tiff,1866,4533,2266,4933,pitch
2531500_1151500_2532000_1152000.tiff,3066,400,4000,1333,pitch
2532000_1151500_2532500_1152000.tiff,133,933,1333,2133,pitch
2532000_1151500_2532500_1152000.tiff,1200,933,2133,1733,pitch
2532000_1158500_2532500_1159000.tiff,1200,0,2400,666,pitch
2532000_1158500_2532500_1159000.tiff,2000,0,3200,400,pitch
2532000_1158500_2532500_1159000.tiff,1466,1066,2666,2400,pitch
2532000_1193500_2532500_1194000.tiff,2000,4133,2266,4400,pitch
2532000_1193500_2532500_1194000.tiff,4533,0,4933,133,pitch
2532500_1162000_2533000_1162500.tiff,3333,933,4000,1866,pitch
2532500_1162000_2533000_1162500.tiff,4400,3200,4666,3466,pitch
2532500_1186500_2533000_1187000.tiff,3866,800,4133,1066,pitch
2533000_1170500_2533500_1171000.tiff,400,1600,1066,2533,pitch
2533000_1170500_2533500_1171000.tiff,0,533,133,800,pitch
2533000_1170500_2533500_1171000.tiff,2266,0,3333,533,pitch
2533000_1170500_2533500_1171000.tiff,800,3733,1600,4266,pitch
2533000_1170500_2533500_1171000.tiff,3466,2133,3733,2400,pitch
2533000_1171000_2533500_1171500.tiff,0,3733,133,4133,pitch
2533500_1156000_2534000_1156500.tiff,0,2400,533,3333,pitch
2533500_1172500_2534000_1173000.tiff,3600,1200,4666,2133,pitch
2533500_1172500_2534000_1173000.tiff,4000,133,4266,400,pitch
2533500_1172500_2534000_1173000.tiff,1600,4133,2400,5200,pitch
2533500_1172500_2534000_1173000.tiff,3733,0,4133,133,pitch
2533500_1181000_2534000_1181500.tiff,3333,666,3733,1066,pitch
2533500_1181000_2534000_1181500.tiff,2666,1333,3600,1733,pitch
2533500_1181000_2534000_1181500.tiff,2400,4133,3466,5066,pitch
2533500_1181000_2534000_1181500.tiff,2933,2133,3200,2533,pitch
2534000_1163500_2534500_1164000.tiff,3466,0,4133,800,pitch
2534000_1163500_2534500_1164000.tiff,266,4000,933,5066,pitch
2534000_1163500_2534500_1164000.tiff,1866,2800,2666,3600,pitch
2534000_1163500_2534500_1164000.tiff,4533,4533,4800,4800,pitch
2534000_1186000_2534500_1186500.tiff,1200,266,1866,666,pitch
2534000_1186000_2534500_1186500.tiff,3200,2933,3466,3200,pitch
2534000_1186000_2534500_1186500.tiff,0,2800,800,3600,pitch
2534000_1186000_2534500_1186500.tiff,1733,1600,2133,2133,pitch
2534500_1175500_2535000_1176000.tiff,1466,0,2400,666,pitch
2534500_1175500_2535000_1176000.tiff,2266,4266,3333,5066,pitch
2535000_1163000_2535500_1163500.tiff,3066,0,4400,1333,pitch
2535500_1155000_2536000_1155500.tiff,3466,0,4533,1200,pitch
2535500_1155000_2536000_1155500.tiff,3733,1733,4133,2133,pitch
2535500_1155000_2536000_1155500.tiff,800,4266,1466,4933,pitch
2535500_1155000_2536000_1155500.tiff,4000,2933,4933,3600,pitch
2535500_1155000_2536000_1155500.tiff,1600,2933,2000,3333,pitch
2535500_1155000_2536000_1155500.tiff,2533,0,3466,533,pitch
2535500_1155000_2536000_1155500.tiff,2000,1066,2400,1466,pitch
2535500_1165000_2536000_1165500.tiff,2800,1200,3600,2266,pitch
2535500_1165000_2536000_1165500.tiff,4133,1866,4933,2400,pitch
2535500_1165000_2536000_1165500.tiff,2666,3866,3733,4533,pitch
2535500_1165000_2536000_1165500.tiff,4266,2266,5200,3333,pitch
2535500_1180500_2536000_1181000.tiff,1733,0,2800,400,pitch
2535500_1180500_2536000_1181000.tiff,133,3866,1600,4933,pitch
2535500_1180500_2536000_1181000.tiff,800,3200,1866,4400,pitch
2535500_1180500_2536000_1181000.tiff,2400,4000,3466,5200,pitch
2536000_1167500_2536500_1168000.tiff,0,4133,533,5066,pitch
2536000_1167500_2536500_1168000.tiff,2666,3333,3466,4133,pitch
2536000_1167500_2536500_1168000.tiff,1466,2666,1733,2933,pitch
2536000_1167500_2536500_1168000.tiff,3733,533,4400,933,pitch
2536000_1167500_2536500_1168000.tiff,0,4666,266,5066,pitch
2536000_1172500_2536500_1173000.tiff,3600,3733,4400,4933,pitch
2536000_1172500_2536500_1173000.tiff,2933,1066,4133,1866,pitch
2537000_1152500_2537500_1153000.tiff,266,1066,533,1333,pitch
2537000_1152500_2537500_1153000.tiff,1200,3600,1733,4000,pitch
2537500_1152500_2538000_1153000.tiff,933,4133,1333,4533,pitch
2537500_1152500_2538000_1153000.tiff,1200,0,1600,133,pitch
2537500_1160500_2538000_1161000.tiff,3066,4266,3866,4933,pitch
2537500_1160500_2538000_1161000.tiff,933,1600,1600,2533,pitch
2537500_1160500_2538000_1161000.tiff,0,0,666,800,pitch
2537500_1162500_2538000_1163000.tiff,2400,0,4000,400,pitch
2538000_1156000_2538500_1156500.tiff,133,4133,533,4533,pitch
2538000_1156500_2538500_1157000.tiff,3200,1333,4400,2000,pitch
2538000_1156500_2538500_1157000.tiff,2000,0,3333,533,pitch
2538000_1156500_2538500_1157000.tiff,1066,1866,2400,3066,pitch
2538000_1156500_2538500_1157000.tiff,4266,1466,4533,1866,pitch
2538500_1173500_2539000_1174000.tiff,2533,4133,3466,5066,pitch
2538500_1173500_2539000_1174000.tiff,4400,3466,5200,4000,pitch
2538500_1173500_2539000_1174000.tiff,2133,2133,3066,2933,pitch
2538500_1177500_2539000_1178000.tiff,1733,0,2666,666,pitch
2538500_1177500_2539000_1178000.tiff,1733,933,2000,1333,pitch
2538500_1177500_2539000_1178000.tiff,1066,4000,1866,5066,pitch
2538500_1177500_2539000_1178000.tiff,0,2666,400,3466,pitch
2538500_1181500_2539000_1182000.tiff,4533,1066,4933,1333,pitch
2538500_1181500_2539000_1182000.tiff,2533,3200,2933,3733,pitch
2538500_1181500_2539000_1182000.tiff,3333,3866,3600,4133,pitch
2538500_1181500_2539000_1182000.tiff,2133,1600,2400,2133,pitch
2539000_1176500_2539500_1177000.tiff,2400,1866,2800,2400,pitch
2539000_1181500_2539500_1182000.tiff,3733,0,5066,533,pitch
2539000_1181500_2539500_1182000.tiff,2400,800,2666,1066,pitch
2539000_1181500_2539500_1182000.tiff,3733,2266,4533,3066,pitch
2539000_1181500_2539500_1182000.tiff,800,0,1333,533,pitch
2539000_1181500_2539500_1182000.tiff,3733,0,4400,133,pitch
2539000_1181500_2539500_1182000.tiff,2800,1066,3200,1333,pitch
2539000_1181500_2539500_1182000.tiff,4666,1200,4933,1466,pitch
2539000_1181500_2539500_1182000.tiff,2800,1866,3466,2400,pitch
2539500_1184500_2540000_1185000.tiff,0,2533,133,2800,pitch
2539500_1184500_2540000_1185000.tiff,0,1733,533,2266,pitch
2539500_1184500_2540000_1185000.tiff,800,0,1200,400,pitch
2539500_1184500_2540000_1185000.tiff,1333,133,1600,400,pitch
2539500_1184500_2540000_1185000.tiff,4000,2400,4266,2800,pitch
2540500_1187500_2541000_1188000.tiff,1466,3866,2533,5200,pitch
2540500_1187500_2541000_1188000.tiff,0,4133,266,4533,pitch
2541000_1155000_2541500_1155500.tiff,0,400,666,1066,pitch
2541000_1155000_2541500_1155500.tiff,1466,3066,2000,3866,pitch
2541000_1176000_2541500_1176500.tiff,3333,2666,4666,3733,pitch
2541000_1198500_2541500_1199000.tiff,0,3333,666,4133,pitch
2541000_1198500_2541500_1199000.tiff,3866,2000,4933,3333,pitch
2541500_1172500_2542000_1173000.tiff,3733,0,4666,800,pitch
2541500_1172500_2542000_1173000.tiff,3600,1733,4533,2400,pitch
2541500_1172500_2542000_1173000.tiff,3200,1333,4400,2400,pitch
2541500_1172500_2542000_1173000.tiff,4266,1333,4933,1866,pitch
2542000_1164500_2542500_1165000.tiff,4400,0,5066,800,pitch
2542000_1164500_2542500_1165000.tiff,1333,4000,1733,4666,pitch
2542000_1174000_2542500_1174500.tiff,3466,0,4133,533,pitch
2542000_1174000_2542500_1174500.tiff,0,0,400,1200,pitch
2542000_1174500_2542500_1175000.tiff,400,1466,800,1866,pitch
2542000_1174500_2542500_1175000.tiff,0,4133,533,5066,pitch
2542500_1151000_2543000_1151500.tiff,4000,1200,4533,1866,pitch
2542500_1156000_2543000_1156500.tiff,3600,1333,4000,2000,pitch
2542500_1188000_2543000_1188500.tiff,3200,533,4533,2000,pitch
2542500_1188000_2543000_1188500.tiff,2933,0,3866,533,pitch
2543000_1172000_2543500_1172500.tiff,2000,0,3733,666,pitch
2543500_1207000_2544000_1207500.tiff,3866,2800,5066,4000,pitch
2543500_1207000_2544000_1207500.tiff,4000,2533,4266,2800,pitch
2544000_1149500_2544500_1150000.tiff,533,1733,1600,2533,pitch
2544000_1207000_2544500_1207500.tiff,0,2000,266,2400,pitch
2544500_1189000_2545000_1189500.tiff,533,1600,2000,2800,pitch
2544500_1189000_2545000_1189500.tiff,3866,3866,4933,4533,pitch
2544500_1189000_2545000_1189500.tiff,4400,2133,5066,3333,pitch
2544500_1189000_2545000_1189500.tiff,0,2266,400,3333,pitch
2545000_1149000_2545500_1149500.tiff,3866,3866,4266,4400,pitch
2545000_1149000_2545500_1149500.tiff,2666,4133,2933,4533,pitch
2545000_1170000_2545500_1170500.tiff,1733,3866,2400,4800,pitch
2545000_1174000_2545500_1174500.tiff,3466,0,4133,1066,pitch
2545000_1174000_2545500_1174500.tiff,4000,1733,4800,2933,pitch
2545000_1174000_2545500_1174500.tiff,2533,4266,3066,4800,pitch
2545500_1164500_2546000_1165000.tiff,3466,0,4666,533,pitch
2545500_1164500_2546000_1165000.tiff,2533,2800,3466,4000,pitch
2545500_1200000_2546000_1200500.tiff,133,533,400,800,pitch
2546000_1167500_2546500_1168000.tiff,1466,4266,2533,5066,pitch
2546000_1167500_2546500_1168000.tiff,2266,0,2800,266,pitch
2546000_1170500_2546500_1171000.tiff,800,0,1600,400,pitch
2546500_1161000_2547000_1161500.tiff,1733,2933,2533,3600,pitch
2546500_1161500_2547000_1162000.tiff,2800,2266,3600,4000,pitch
2546500_1205000_2547000_1205500.tiff,1733,400,2266,800,pitch
2547000_1163000_2547500_1163500.tiff,400,800,1333,2266,pitch
2547000_1163000_2547500_1163500.tiff,1600,2133,1866,2400,pitch
2547500_1177000_2548000_1177500.tiff,0,0,800,533,pitch
2547500_1191500_2548000_1192000.tiff,0,0,800,933,pitch
2547500_1191500_2548000_1192000.tiff,0,1600,133,2000,pitch
2548000_1181500_2548500_1182000.tiff,1866,1333,3200,2800,pitch
2548000_1181500_2548500_1182000.tiff,0,3733,666,4400,pitch
2548000_1181500_2548500_1182000.tiff,2933,0,3600,266,pitch
2548000_1181500_2548500_1182000.tiff,4666,3066,4933,3466,pitch
2549000_1161500_2549500_1162000.tiff,1200,0,2266,400,pitch
2549000_1161500_2549500_1162000.tiff,2400,4133,2933,5200,pitch
2549000_1161500_2549500_1162000.tiff,533,1200,1600,2400,pitch
