img_name,x1,y1,x2,y2
2557000_1131500_2557500_1132000.tiff,3600,2533,4266,4000
2557000_1146500_2557500_1147000.tiff,3466,800,4133,1733
2557000_1146500_2557500_1147000.tiff,0,133,666,666
2557000_1202500_2557500_1203000.tiff,0,400,400,1066
2557000_1211000_2557500_1211500.tiff,3600,133,4000,800
2558000_1146000_2558500_1146500.tiff,1733,2266,2666,3066
2558500_1136000_2559000_1136500.tiff,1200,2133,1733,2800
2558500_1136000_2559000_1136500.tiff,266,4266,1066,5066
2558500_1153000_2559000_1153500.tiff,2400,1466,3066,3200
2559000_1204000_2559500_1204500.tiff,2666,3600,5066,5066
2559500_1136000_2560000_1136500.tiff,3600,1733,4800,3333
2559500_1136000_2560000_1136500.tiff,2000,2800,2533,3466
2560500_1185000_2561000_1185500.tiff,0,3466,1733,4933
2563000_1230000_2563500_1230500.tiff,1733,800,2933,1600
2563500_1121000_2564000_1121500.tiff,0,3200,933,4266
2563500_1121000_2564000_1121500.tiff,0,1733,3866,2666
2563500_1128500_2564000_1129000.tiff,3066,1866,4666,3466
2563500_1176500_2564000_1177000.tiff,1200,4266,1600,4666
2565000_1127500_2565500_1128000.tiff,1600,3733,2400,5066
2565000_1131000_2565500_1131500.tiff,2933,1733,3866,2133
2566000_1118000_2566500_1118500.tiff,666,3200,2000,3866
2566500_1206500_2567000_1207000.tiff,2266,3333,2666,3733
2566500_1221500_2567000_1222000.tiff,1600,133,4666,1866
2567000_1196000_2567500_1196500.tiff,2000,1200,2400,1600
2567000_1229000_2567500_1229500.tiff,133,400,800,1600
2567500_1114000_2568000_1114500.tiff,3866,2666,4400,3066
2567500_1121500_2568000_1122000.tiff,2000,2666,3333,4400
2568000_1200000_2568500_1200500.tiff,1066,3333,1866,3866
2568000_1200000_2568500_1200500.tiff,2533,1733,3200,2266
2568500_1199500_2569000_1200000.tiff,3066,266,3600,800
2568500_1209500_2569000_1210000.tiff,1066,3600,2000,4266
2569000_1109000_2569500_1109500.tiff,1866,4266,2666,5066
2569000_1258500_2569500_1259000.tiff,533,266,1200,800
2569500_1192000_2570000_1192500.tiff,4000,3733,5066,4533
2569500_1248500_2570000_1249000.tiff,1466,3466,2133,4000
2570000_1256000_2570500_1256500.tiff,3466,0,3866,666
2570500_1163500_2571000_1164000.tiff,2400,0,4533,1466
2571000_1199500_2571500_1200000.tiff,0,4400,666,5066
2572000_1199500_2572500_1200000.tiff,4266,1466,5066,2133
2572500_1103000_2573000_1103500.tiff,1733,2133,2133,2533
2572500_1157000_2573000_1157500.tiff,2666,1200,2933,1600
2572500_1199500_2573000_1200000.tiff,4266,1600,4666,2000
2573000_1170500_2573500_1171000.tiff,1200,800,1733,1333
2573500_1210000_2574000_1210500.tiff,3200,3333,3733,3733
2574000_1167500_2574500_1168000.tiff,1466,1333,1866,1733
2574000_1168500_2574500_1169000.tiff,0,1066,400,1600
2574500_1109500_2575000_1110000.tiff,2800,2266,3733,3466
2574500_1185500_2575000_1186000.tiff,1466,1333,2266,2133
2574500_1226500_2575000_1227000.tiff,2666,1466,3466,2133
2574500_1230000_2575000_1230500.tiff,0,3200,1600,4800
2574500_1230000_2575000_1230500.tiff,1600,4133,2800,4933
2575500_1146000_2576000_1146500.tiff,1466,266,3200,1733
2575500_1180500_2576000_1181000.tiff,266,1733,933,2400
2575500_1217500_2576000_1218000.tiff,533,2000,1066,2666
2576000_1190000_2576500_1190500.tiff,933,1066,1600,1733
2577500_1207500_2578000_1208000.tiff,2933,4400,3333,4800
2578000_1133000_2578500_1133500.tiff,2133,3466,2533,4000
2578500_1245500_2579000_1246000.tiff,-134,2533,533,3466
2580000_1113000_2580500_1113500.tiff,2666,133,3066,666
2581500_1212500_2582000_1213000.tiff,400,3466,1600,4533
2582000_1230000_2582500_1230500.tiff,3200,0,4400,933
2582000_1252500_2582500_1253000.tiff,2133,3866,3066,4533
2582500_1198500_2583000_1199000.tiff,4666,3733,5066,4400
2582500_1231500_2583000_1232000.tiff,1733,2800,3066,4000
2583000_1112500_2583500_1113000.tiff,0,2800,533,3866
2583000_1235500_2583500_1236000.tiff,0,1333,400,1733
2583000_1235500_2583500_1236000.tiff,2133,533,2533,1066
2583500_1176500_2584000_1177000.tiff,1066,3066,1600,3333
2583500_1193500_2584000_1194000.tiff,3733,2800,4266,3200
2583500_1239000_2584000_1239500.tiff,2933,2666,3333,3200
2584000_1202000_2584500_1202500.tiff,3066,3600,4266,5600
2584000_1221500_2584500_1222000.tiff,933,3066,2000,4400
2584500_1194500_2585000_1195000.tiff,3333,2266,3733,2533
2585000_1111500_2585500_1112000.tiff,1333,1600,1866,2000
2585000_1249500_2585500_1250000.tiff,2133,2933,2800,3466
2587000_1191000_2587500_1191500.tiff,0,133,933,1200
2587500_1191000_2588000_1191500.tiff,0,133,800,533
2588000_1231500_2588500_1232000.tiff,1466,0,1866,266
2588000_1232000_2588500_1232500.tiff,2666,666,3200,1200
2589000_1114500_2589500_1115000.tiff,2266,266,2800,933
2589000_1194000_2589500_1194500.tiff,3600,3600,4666,5066
2589000_1213000_2589500_1213500.tiff,2266,0,4133,3066
2590000_1192500_2590500_1193000.tiff,800,133,1866,1333
2590500_1208500_2591000_1209000.tiff,0,1333,1600,2666
2591000_1216000_2591500_1216500.tiff,1866,2400,2533,3200
2592500_1246000_2593000_1246500.tiff,933,1600,2666,2933
2593500_1202000_2594000_1202500.tiff,1333,3066,3200,4266
2594500_1209500_2595000_1210000.tiff,2533,1333,3066,1866
2594500_1209500_2595000_1210000.tiff,4000,933,5200,2000
2594500_1225000_2595000_1225500.tiff,1333,2266,2400,3333
2595000_1220500_2595500_1221000.tiff,2000,400,2800,1200
2595000_1245500_2595500_1246000.tiff,3733,1866,4133,2533
2598000_1199500_2598500_1200000.tiff,4000,3333,4400,3866
2598500_1205500_2599000_1206000.tiff,533,4400,1466,5066
2599000_1227500_2599500_1228000.tiff,3200,1200,4266,2266
2599000_1227500_2599500_1228000.tiff,2400,2666,2800,3066
2599000_1236500_2599500_1237000.tiff,2800,400,3733,1066
2599000_1250000_2599500_1250500.tiff,133,3866,533,4400
2600000_1113000_2600500_1113500.tiff,3333,400,3866,1066
2600000_1178500_2600500_1179000.tiff,-134,-134,2533,1066
2600500_1202500_2601000_1203000.tiff,0,1066,800,2000
2602000_1191500_2602500_1192000.tiff,4133,2800,4933,4000
2602000_1197000_2602500_1197500.tiff,0,533,800,2933
2602000_1257000_2602500_1257500.tiff,400,2933,933,3333
2602500_1199500_2603000_1200000.tiff,1733,1333,2800,2133
2602500_1199500_2603000_1200000.tiff,1866,2133,2666,2800
2602500_1200000_2603000_1200500.tiff,0,3200,1066,4133
2603500_1128500_2604000_1129000.tiff,133,1066,933,1866
2603500_1128500_2604000_1129000.tiff,1600,266,2933,1200
2604500_1193000_2605000_1193500.tiff,266,1733,3066,3600
2604500_1193000_2605000_1193500.tiff,800,2133,1866,3066
2605000_1182500_2605500_1183000.tiff,400,1333,1066,2000
2605000_1265000_2605500_1265500.tiff,533,800,1200,1600
2605500_1211000_2606000_1211500.tiff,400,400,1600,2133
2605500_1255500_2606000_1256000.tiff,2800,2400,3866,3066
2606000_1230000_2606500_1230500.tiff,2400,3066,3466,4400
2606000_1261000_2606500_1261500.tiff,800,266,1466,933
2606500_1230500_2607000_1231000.tiff,4000,2266,4533,2666
2607000_1126000_2607500_1126500.tiff,2533,666,2800,1066
2607500_1127500_2608000_1128000.tiff,4133,400,4933,2533
2607500_1248500_2608000_1249000.tiff,800,3600,1733,4266
2607500_1258500_2608000_1259000.tiff,1333,800,2533,1466
2608000_1128500_2608500_1129000.tiff,1466,666,2266,1200
2608500_1128500_2609000_1129000.tiff,1600,3333,2133,4000
2609000_1225500_2609500_1226000.tiff,266,533,1866,2000
2609500_1206000_2610000_1206500.tiff,4133,533,5066,1466
2610000_1128500_2610500_1129000.tiff,1866,266,2533,800
2610000_1128500_2610500_1129000.tiff,0,4000,666,5066
2610000_1206000_2610500_1206500.tiff,0,533,666,1466
2610000_1224500_2610500_1225000.tiff,3066,3466,4133,4666
2610000_1265500_2610500_1266000.tiff,1866,533,4400,2133
2610000_1265500_2610500_1266000.tiff,0,1466,533,2133
2610500_1174500_2611000_1175000.tiff,3866,3066,4666,4133
2610500_1229000_2611000_1229500.tiff,2933,3600,4533,4800
2610500_1229000_2611000_1229500.tiff,2800,3200,3200,3600
2610500_1249000_2611000_1249500.tiff,2133,0,2533,400
2610500_1265000_2611000_1265500.tiff,133,266,1200,2400
2610500_1265500_2611000_1266000.tiff,133,2666,1333,5600
2610500_1265500_2611000_1266000.tiff,3066,2933,4266,4133
2611000_1118000_2611500_1118500.tiff,2266,1200,2800,1866
2611000_1174500_2611500_1175000.tiff,133,1866,666,2933
2611000_1256500_2611500_1257000.tiff,2400,4266,2933,4666
2611000_1260000_2611500_1260500.tiff,0,1200,933,2266
2611500_1257000_2612000_1257500.tiff,4000,2133,4933,3733
2611500_1257000_2612000_1257500.tiff,0,1866,666,3333
2612000_1224500_2612500_1225000.tiff,3066,3600,3600,4266
2613000_1175500_2613500_1176000.tiff,0,2266,800,4400
2613000_1211500_2613500_1212000.tiff,266,3333,2266,5333
2613000_1211500_2613500_1212000.tiff,0,666,800,1866
2613500_1171000_2614000_1171500.tiff,2800,1333,3733,2266
2613500_1191500_2614000_1192000.tiff,1466,1600,2666,2933
2613500_1260000_2614000_1260500.tiff,2933,800,3733,1866
2613500_1260000_2614000_1260500.tiff,0,3733,1333,5066
2614500_1169000_2615000_1169500.tiff,3333,2800,4800,3733
2614500_1197500_2615000_1198000.tiff,133,3200,1466,3866
2615000_1233000_2615500_1233500.tiff,2800,3200,4133,4000
2615000_1233000_2615500_1233500.tiff,4400,2666,4800,3066
2615000_1268000_2615500_1268500.tiff,0,266,933,1333
2615000_1268000_2615500_1268500.tiff,0,1466,800,2400
2615500_1207000_2616000_1207500.tiff,2000,3333,2800,4400
2615500_1263500_2616000_1264000.tiff,1866,2933,3200,4800
2615500_1263500_2616000_1264000.tiff,2933,2666,4000,3466
2617500_1223000_2618000_1223500.tiff,266,3333,933,4133
2618000_1149000_2618500_1149500.tiff,2400,2666,3200,3333
2619000_1167500_2619500_1168000.tiff,4400,3066,5200,4266
2619500_1167500_2620000_1168000.tiff,0,3200,666,4266
2619500_1193500_2620000_1194000.tiff,1200,1066,1733,1733
2620000_1169000_2620500_1169500.tiff,1600,266,2400,800
2620500_1262000_2621000_1262500.tiff,0,-134,3333,1600
2620500_1262000_2621000_1262500.tiff,2133,0,2933,1200
2620500_1262000_2621000_1262500.tiff,266,-267,2000,1466
2621000_1129000_2621500_1129500.tiff,0,0,933,1066
2621000_1259500_2621500_1260000.tiff,1466,2133,2400,2933
2621500_1203500_2622000_1204000.tiff,2266,2933,3733,4000
2621500_1237500_2622000_1238000.tiff,2800,0,3600,666
2621500_1238000_2622000_1238500.tiff,3466,2800,4133,3333
2622000_1197000_2622500_1197500.tiff,2266,2666,3333,3733
2622000_1255000_2622500_1255500.tiff,2933,400,3333,800
2622000_1259500_2622500_1260000.tiff,2666,2800,3333,4000
2622000_1259500_2622500_1260000.tiff,-134,400,1600,4533
2622500_1255500_2623000_1256000.tiff,4400,1600,4933,2000
2623500_1096000_2624000_1096500.tiff,4133,0,4800,666
2624000_1253000_2624500_1253500.tiff,3466,4133,3866,4533
2624500_1240000_2625000_1240500.tiff,1733,133,2133,533
2625000_1232000_2625500_1232500.tiff,0,800,266,1333
2625000_1232500_2625500_1233000.tiff,0,2933,800,4400
2627500_1255500_2628000_1256000.tiff,266,2000,933,2666
2627500_1257000_2628000_1257500.tiff,2133,133,3866,1733
2627500_1267000_2628000_1267500.tiff,800,800,3200,2533
2629000_1232000_2629500_1232500.tiff,0,2000,666,2933
2629000_1232000_2629500_1232500.tiff,3866,2266,5200,3600
2629500_1232000_2630000_1232500.tiff,0,2133,533,3466
2629500_1240000_2630000_1240500.tiff,2133,2666,3333,3600
2631000_1196500_2631500_1197000.tiff,0,0,1066,533
2631000_1197000_2631500_1197500.tiff,0,4266,933,4933
2631000_1252500_2631500_1253000.tiff,0,2933,666,3733
2631500_1129000_2632000_1129500.tiff,0,2400,933,3600
2631500_1249500_2632000_1250000.tiff,2400,1866,3066,2533
2632000_1186000_2632500_1186500.tiff,4266,400,4800,1066
2632000_1261500_2632500_1262000.tiff,2000,2400,2400,2800
2632000_1261500_2632500_1262000.tiff,266,1600,800,2000
2632500_1170500_2633000_1171000.tiff,1200,1866,2133,2266
2632500_1170500_2633000_1171000.tiff,0,3600,533,4266
2632500_1222000_2633000_1222500.tiff,800,3333,1600,4000
2633000_1257000_2633500_1257500.tiff,1200,266,1866,533
2635500_1193500_2636000_1194000.tiff,4133,533,4666,1066
2637000_1264500_2637500_1265000.tiff,0,2133,666,3066
2637500_1246000_2638000_1246500.tiff,0,3600,666,4400
2637500_1246000_2638000_1246500.tiff,1466,3600,2266,4266
2638000_1247500_2638500_1248000.tiff,2533,1066,3466,1733
2638500_1266000_2639000_1266500.tiff,400,4400,933,5066
2639500_1267500_2640000_1268000.tiff,533,1466,933,2000
2639500_1267500_2640000_1268000.tiff,0,2533,666,3333
2641000_1240500_2641500_1241000.tiff,0,1066,1200,1866
2641000_1244500_2641500_1245000.tiff,533,3866,1600,5333
2641000_1244500_2641500_1245000.tiff,2133,2400,3066,3333
2641000_1264500_2641500_1265000.tiff,2000,1066,3066,2000
2641500_1129500_2642000_1130000.tiff,2000,2266,4133,4533
2642000_1130500_2642500_1131000.tiff,1066,2266,2133,3600
2642500_1260500_2643000_1261000.tiff,400,800,1066,1866
2643500_1229000_2644000_1229500.tiff,3733,4000,4266,4533
2643500_1262000_2644000_1262500.tiff,1600,2133,2000,2533
2643500_1262000_2644000_1262500.tiff,3600,2133,5066,3200
2644000_1262000_2644500_1262500.tiff,0,533,1333,2000
2644000_1267000_2644500_1267500.tiff,2400,3066,4133,3866
2644000_1267000_2644500_1267500.tiff,266,3733,2666,4800
2646000_1255500_2646500_1256000.tiff,4266,133,4933,800
2646500_1163500_2647000_1164000.tiff,0,533,933,1866
2648000_1247000_2648500_1247500.tiff,533,3200,1333,3866
2648500_1250000_2649000_1250500.tiff,2933,1866,3733,3066
2650000_1245000_2650500_1245500.tiff,0,2400,1200,4266
2650500_1211500_2651000_1212000.tiff,0,3466,400,4000
2652000_1214500_2652500_1215000.tiff,2000,3600,3333,4533
2653000_1247500_2653500_1248000.tiff,3600,4133,4133,4800
2654000_1243500_2654500_1244000.tiff,2666,266,3733,1066
2655500_1248000_2656000_1248500.tiff,3066,933,4400,1866
2655500_1248000_2656000_1248500.tiff,266,1333,800,1733
2655500_1251500_2656000_1252000.tiff,0,133,400,400
2657500_1241500_2658000_1242000.tiff,2266,0,2800,533
2657500_1242000_2658000_1242500.tiff,1333,2933,2533,3733
2658000_1259500_2658500_1260000.tiff,2266,3600,3600,5066
2658000_1259500_2658500_1260000.tiff,3866,2666,4400,3066
2659500_1268500_2660000_1269000.tiff,2666,3600,3600,5066
2660000_1222000_2660500_1222500.tiff,133,0,666,400
2660000_1238000_2660500_1238500.tiff,4000,666,4933,1333
2660000_1238500_2660500_1239000.tiff,1600,3866,2133,4400
2661000_1240500_2661500_1241000.tiff,4400,3200,4933,4000
2661000_1248000_2661500_1248500.tiff,3466,3466,3866,3866
2661000_1256500_2661500_1257000.tiff,0,1333,800,2400
2662000_1220000_2662500_1220500.tiff,2133,3200,2800,4000
2662500_1209500_2663000_1210000.tiff,0,2400,2400,4000
2663000_1244000_2663500_1244500.tiff,3200,2933,5066,4666
2664000_1209000_2664500_1209500.tiff,2933,2533,3466,3066
2665000_1242500_2665500_1243000.tiff,2400,800,3066,1600
2665000_1265000_2665500_1265500.tiff,4266,4000,5066,5066
2665000_1270000_2665500_1270500.tiff,266,2533,2000,5066
2665500_1265000_2666000_1265500.tiff,0,3866,933,5066
2666000_1204000_2666500_1204500.tiff,4133,533,5066,1600
2667000_1263500_2667500_1264000.tiff,533,4266,1333,4933
2667500_1244500_2668000_1245000.tiff,133,3733,666,4266
